State_Name,Rainfall_value,Tmax_value,Tmin_value,Soil Moisture,Time_Stamp
Andaman & Nicobar,,,,0.149964762879728,2021-02-01
Andaman & Nicobar,,,,0.121074043672424,2021-03-01
Andaman & Nicobar,,,,0.206060060359137,2021-04-01
Andaman & Nicobar,,,,0.25188516733397,2021-05-01
Andaman & Nicobar,,,,0.309652041722797,2021-06-01
Andaman & Nicobar,,,,0.338140196918541,2021-07-01
Andaman & Nicobar,,,,0.34186005499046,2021-08-01
Andaman & Nicobar,,,,0.366748762181796,2021-09-01
Andaman & Nicobar,,,,0.355745582853933,2021-10-01
Andaman & Nicobar,,,,0.336271069618068,2021-11-01
Andaman & Nicobar,,,,0.270579160125615,2021-12-01
Andaman & Nicobar,,,,0.177318966172373,2022-01-01
Andaman & Nicobar,,,,0.21885973772637,2022-02-01
Andaman & Nicobar,,,,0.244298748494813,2022-03-01
Andaman & Nicobar,,,,0.192198207938239,2022-04-01
Andaman & Nicobar,,,,0.280675537146903,2022-05-01
Andaman & Nicobar,,,,0.305919646219131,2022-06-01
Andaman & Nicobar,,,,0.349999560688171,2022-07-01
Andaman & Nicobar,,,,0.344933758685457,2022-08-01
Andaman & Nicobar,,,,0.327813478529359,2022-09-01
Andaman & Nicobar,,,,0.340516205140573,2022-10-01
Andaman & Nicobar,,,,0.320523735796705,2022-11-01
Andaman & Nicobar,,,,0.286694577308094,2022-12-01
Andaman & Nicobar,,,,0.184181041274861,2023-01-01
Andaman & Nicobar,,,,0.158285414778633,2023-02-01
Andaman & Nicobar,,,,0.119335016923493,2023-03-01
Andaman & Nicobar,,,,0.0948559090090333,2023-04-01
Andaman & Nicobar,,,,0.131651141228972,2023-05-01
Andaman & Nicobar,,,,0.257267978081834,2023-06-01
Andaman & Nicobar,,,,0.323361504451784,2023-07-01
Andaman & Nicobar,,,,0.300559712093528,2023-08-01
Andaman & Nicobar,,,,0.361299950565649,2023-09-01
Andaman & Nicobar,,,,0.351302340193387,2023-10-01
Andaman & Nicobar,,,,0.327251669194181,2023-11-01
Andaman & Nicobar,,,,0.29925119371469,2023-12-01
Andaman & Nicobar,,,,0.215805091044287,2024-01-01
Andaman & Nicobar,,,,0.162296513425457,2024-02-01
Andaman & Nicobar,,,,0.113484583366842,2024-03-01
Andaman & Nicobar,,,,0.111141187265669,2024-04-01
Andaman & Nicobar,,,,0.206786333164181,2024-05-01
Andaman & Nicobar,,,,0.315107949226867,2024-06-01
Andaman & Nicobar,,,,0.338336072668687,2024-07-01
Andaman & Nicobar,,,,0.347381359623852,2024-08-01
Andaman & Nicobar,,,,0.360640764399986,2024-09-01
Andaman & Nicobar,,,,0.357266925375217,2024-10-01
Andaman & Nicobar,,,,0.339128890716868,2024-11-01
Andaman & Nicobar,,,,,2024-12-01
Andhra Pradesh,2.25422191619873,29.8835430145264,17.2159690856934,,2015-01-01
Andhra Pradesh,0.245282202959061,32.4824104309082,18.4774932861328,,2015-02-01
Andhra Pradesh,9.23708248138428,34.9225425720215,22.1242218017578,0.12067595477323,2015-03-01
Andhra Pradesh,58.5032272338867,36.211254119873,24.1955718994141,0.11626634524372,2015-04-01
Andhra Pradesh,33.9937591552734,38.5413627624512,26.5415287017822,0.18978858914334,2015-05-01
Andhra Pradesh,161.71012878418,34.279899597168,25.0749816894531,0.180103918383683,2015-06-01
Andhra Pradesh,71.0178451538086,35.3977012634277,25.4684352874756,0.227868548260191,2015-07-01
Andhra Pradesh,158.134567260742,33.6108322143555,24.5560779571533,0.257374098432284,2015-08-01
Andhra Pradesh,161.062377929688,33.0746459960938,24.3773612976074,0.222501577391909,2015-09-01
Andhra Pradesh,76.8740997314453,33.4823150634766,23.3825016021729,0.235035667041835,2015-10-01
Andhra Pradesh,269.922821044922,30.4109535217285,21.3617572784424,0.208827078052222,2015-11-01
Andhra Pradesh,33.684513092041,31.0357532501221,19.7188854217529,0.156206339644174,2015-12-01
Andhra Pradesh,4.64583873748779,30.9945011138916,18.0889167785645,0.114672844260811,2016-01-01
Andhra Pradesh,0.587418019771576,34.050422668457,20.7993087768555,0.0928888186480093,2016-02-01
Andhra Pradesh,2.7606029510498,36.5707206726074,23.5124530792236,0.0748178909473929,2016-03-01
Andhra Pradesh,2.1791307926178,39.512825012207,26.2925682067871,0.131281512387109,2016-04-01
Andhra Pradesh,102.800704956055,38.286735534668,26.2382259368896,0.209719777399106,2016-05-01
Andhra Pradesh,169.493743896484,33.9850311279297,24.8264865875244,0.229580451575396,2016-06-01
Andhra Pradesh,133.564575195312,32.8024826049805,24.4634323120117,0.214834995974595,2016-07-01
Andhra Pradesh,90.2328796386719,33.2272644042969,24.5031051635742,0.252836750641734,2016-08-01
Andhra Pradesh,172.316635131836,31.3887825012207,23.8496227264404,0.200080606604969,2016-09-01
Andhra Pradesh,42.9575271606445,33.0642280578613,22.1348266601562,0.152918010256786,2016-10-01
Andhra Pradesh,10.8081474304199,31.9289817810059,19.2582817077637,0.156832843707064,2016-11-01
Andhra Pradesh,50.0782089233398,30.2279071807861,17.8971881866455,0.156333918521237,2016-12-01
Andhra Pradesh,1.77142822742462,30.5320701599121,17.8154067993164,0.125122013086171,2017-01-01
Andhra Pradesh,0.0,33.375431060791,19.0301036834717,0.0993510641150242,2017-02-01
Andhra Pradesh,12.8423471450806,35.8816719055176,22.5868129730225,0.0983157871410227,2017-03-01
Andhra Pradesh,8.57961082458496,38.9175224304199,25.7333126068115,0.0849797195292847,2017-04-01
Andhra Pradesh,36.3718223571777,39.1152496337891,26.7192230224609,0.107757073284382,2017-05-01
Andhra Pradesh,131.181579589844,34.7334175109863,25.2305679321289,0.181513132899212,2017-06-01
Andhra Pradesh,116.011680603027,33.5256767272949,24.6061515808105,0.210898572490397,2017-07-01
Andhra Pradesh,213.220413208008,32.4516296386719,24.0866203308105,0.263125339278255,2017-08-01
Andhra Pradesh,166.826446533203,32.5607681274414,24.0931015014648,0.285882387601608,2017-09-01
Andhra Pradesh,167.763626098633,32.090763092041,23.2195568084717,0.29584657154866,2017-10-01
Andhra Pradesh,47.0376052856445,30.9418315887451,20.6679191589355,0.21113842316421,2017-11-01
Andhra Pradesh,3.84615564346313,30.1125812530518,17.6196193695068,0.162449296323288,2017-12-01
Andhra Pradesh,0.0814229249954224,30.5560150146484,16.9533958435059,0.140001343130445,2018-01-01
Andhra Pradesh,1.49862313270569,32.7210121154785,18.4072132110596,0.118421504691889,2018-02-01
Andhra Pradesh,16.646089553833,35.6824417114258,21.989538192749,0.103795677145321,2018-03-01
Andhra Pradesh,24.3956050872803,37.3591461181641,25.19407081604,0.107410873879038,2018-04-01
Andhra Pradesh,49.856632232666,37.7900161743164,26.3811435699463,0.119202187829428,2018-05-01
Andhra Pradesh,90.3302230834961,35.3179893493652,25.6120166778564,0.15425043778288,2018-06-01
Andhra Pradesh,118.768821716309,32.7077140808105,24.5669136047363,0.194892883494418,2018-07-01
Andhra Pradesh,143.324020385742,32.0284118652344,24.0324745178223,0.228183457585573,2018-08-01
Andhra Pradesh,100.785087585449,33.3854942321777,24.014289855957,0.221673452855761,2018-09-01
Andhra Pradesh,49.7852058410645,33.1793785095215,22.5763378143311,0.179187146978812,2018-10-01
Andhra Pradesh,44.7426605224609,31.6950798034668,20.8601703643799,0.159834586102206,2018-11-01
Andhra Pradesh,40.5328521728516,29.2781982421875,19.1582469940186,0.162459084259934,2018-12-01
Andhra Pradesh,11.3943815231323,29.7801818847656,16.6107196807861,0.140479547043542,2019-01-01
Andhra Pradesh,1.37178122997284,32.9291687011719,20.1922492980957,0.113375195866598,2019-02-01
Andhra Pradesh,4.76072645187378,36.2820777893066,23.1514759063721,0.0909087785484771,2019-03-01
Andhra Pradesh,17.5304718017578,38.361255645752,25.3209915161133,0.0954149030956895,2019-04-01
Andhra Pradesh,29.1019687652588,39.7382011413574,27.2010345458984,0.104354359300744,2019-05-01
Andhra Pradesh,58.9836921691895,37.2327537536621,26.6218719482422,0.130090871227054,2019-06-01
Andhra Pradesh,135.437881469727,33.6141548156738,24.8934803009033,0.183046523143663,2019-07-01
Andhra Pradesh,151.502517700195,32.2455558776855,24.4264144897461,0.237631990114628,2019-08-01
Andhra Pradesh,237.229522705078,31.5439949035645,23.8870048522949,0.281837832857321,2019-09-01
Andhra Pradesh,229.705642700195,31.0802402496338,23.2507247924805,0.30473875777656,2019-10-01
Andhra Pradesh,24.0338287353516,31.0862140655518,21.5797920227051,0.23487227633243,2019-11-01
Andhra Pradesh,35.4008331298828,29.0847587585449,19.6914863586426,0.201060265748086,2019-12-01
Andhra Pradesh,14.7766017913818,30.4528179168701,19.2170391082764,0.166453054699076,2020-01-01
Andhra Pradesh,7.72717475891113,31.9542064666748,19.8300800323486,0.130473965172121,2020-02-01
Andhra Pradesh,15.7872514724731,34.9457054138184,22.6956214904785,0.114575033403978,2020-03-01
Andhra Pradesh,43.886531829834,36.9854507446289,24.8167972564697,0.116390886818693,2020-04-01
Andhra Pradesh,21.1956787109375,38.4517059326172,26.7108154296875,0.115004782969933,2020-05-01
Andhra Pradesh,123.041404724121,35.0234222412109,25.5933971405029,0.182440242960208,2020-06-01
Andhra Pradesh,233.861770629883,32.5350303649902,24.3353786468506,0.278451767848416,2020-07-01
Andhra Pradesh,154.439422607422,31.2407302856445,24.2289161682129,0.293846004363906,2020-08-01
Andhra Pradesh,243.32063293457,31.5353965759277,24.0856399536133,0.314470701068695,2020-09-01
Andhra Pradesh,188.916488647461,31.3243312835693,23.3132209777832,0.328899459979768,2020-10-01
Andhra Pradesh,192.883270263672,30.0891208648682,20.9976997375488,0.280127157111436,2020-11-01
Andhra Pradesh,40.8082313537598,29.172550201416,18.4279899597168,0.260016117936402,2020-12-01
Andhra Pradesh,18.0869693756104,30.0872802734375,19.2754497528076,0.210655526357131,2021-01-01
Andhra Pradesh,8.46112823486328,31.6142024993896,18.5550575256348,0.160450956833693,2021-02-01
Andhra Pradesh,0.512589693069458,35.6145935058594,21.4893341064453,0.117064861467965,2021-03-01
Andhra Pradesh,29.6451988220215,36.8674163818359,24.8662452697754,0.125486122888662,2021-04-01
Andhra Pradesh,71.4877090454102,36.6767463684082,25.8548145294189,0.146134726739353,2021-05-01
Andhra Pradesh,94.0502166748047,34.427375793457,25.2002410888672,0.176004849588108,2021-06-01
Andhra Pradesh,204.719421386719,32.0420455932617,24.2598743438721,0.257639846799824,2021-07-01
Andhra Pradesh,141.532028198242,32.4964141845703,24.3264503479004,0.251483030560685,2021-08-01
Andhra Pradesh,185.750747680664,31.8139228820801,24.0061531066895,0.267645454050568,2021-09-01
Andhra Pradesh,123.977951049805,32.2013168334961,23.5959758758545,0.262398003193855,2021-10-01
Andhra Pradesh,297.858581542969,28.9410171508789,22.0756950378418,0.310350951277387,2021-11-01
Andhra Pradesh,21.6590976715088,29.2639026641846,18.8896026611328,0.262441727706792,2021-12-01
Andhra Pradesh,24.1163597106934,29.5053977966309,18.6924476623535,0.20862424607825,2022-01-01
Andhra Pradesh,0.471523880958557,31.7608222961426,19.2044734954834,0.151776221988803,2022-02-01
Andhra Pradesh,3.07528400421143,35.6401214599609,22.2218265533447,0.122764882560929,2022-03-01
Andhra Pradesh,6.7154278755188,37.1823120117188,25.4081134796143,0.108948333916352,2022-04-01
Andhra Pradesh,112.108642578125,36.3782691955566,25.7860164642334,0.160592327923742,2022-05-01
Andhra Pradesh,111.878349304199,35.3531761169434,25.3239555358887,0.18484541523634,2022-06-01
Andhra Pradesh,158.604873657227,31.508243560791,24.010404586792,0.242800818025585,2022-07-01
Andhra Pradesh,162.642578125,32.0620040893555,24.1319923400879,0.269730789314526,2022-08-01
Andhra Pradesh,156.426971435547,31.9352111816406,23.8750457763672,0.261794330469703,2022-09-01
Andhra Pradesh,175.020065307617,30.93190574646,22.2817077636719,0.293601108513128,2022-10-01
Andhra Pradesh,73.7789840698242,29.8549003601074,20.3049736022949,0.246541364950492,2022-11-01
Andhra Pradesh,86.2405242919922,29.7433986663818,19.7347660064697,0.237841826137444,2022-12-01
Andhra Pradesh,1.0339857339859,30.2058124542236,17.568359375,0.181582570279542,2023-01-01
Andhra Pradesh,0.0279994290322065,33.1662750244141,18.5396938323975,0.139947574100997,2023-02-01
Andhra Pradesh,53.3652191162109,34.2399215698242,21.1308403015137,0.142755480348581,2023-03-01
Andhra Pradesh,26.3686065673828,37.0219841003418,24.3494968414307,0.125408893153584,2023-04-01
Andhra Pradesh,89.8169097900391,37.3848266601562,25.9062213897705,0.162684208079237,2023-05-01
Andhra Pradesh,65.3978729248047,37.4749069213867,26.4941425323486,0.149528982060836,2023-06-01
Andhra Pradesh,168.346908569336,32.1215934753418,24.5691547393799,0.224705789573387,2023-07-01
Andhra Pradesh,76.3437118530273,33.9988975524902,24.9851474761963,0.216992650056958,2023-08-01
Andhra Pradesh,179.30485534668,32.5641784667969,24.380464553833,0.252005226930789,2023-09-01
Andhra Pradesh,17.2987766265869,33.6486053466797,23.303373336792,0.180294811105625,2023-10-01
Andhra Pradesh,72.927131652832,31.1432361602783,22.3110847473145,0.188978723973464,2023-11-01
Andhra Pradesh,139.782104492188,29.0736827850342,19.56103515625,0.209630769505979,2023-12-01
Andhra Pradesh,2.03419804573059,30.2488174438477,19.6958999633789,0.15545695514296,2024-01-01
Andhra Pradesh,0.075887992978096,33.3847160339355,20.9742641448975,0.116514838625754,2024-02-01
Andhra Pradesh,4.40375947952271,35.9980888366699,23.2870292663574,0.0955496610561366,2024-03-01
Andhra Pradesh,2.43907260894775,38.8841667175293,25.8805541992188,0.0853375428034943,2024-04-01
Andhra Pradesh,75.5766830444336,37.6267967224121,26.5276546478271,0.143807607064224,2024-05-01
Andhra Pradesh,157.376235961914,34.7155952453613,25.4848613739014,0.190624676957462,2024-06-01
Andhra Pradesh,171.779602050781,31.9778633117676,24.7506351470947,0.242321390712213,2024-07-01
Andhra Pradesh,165.366256713867,32.7329216003418,24.8689651489258,0.269570292421423,2024-08-01
Andhra Pradesh,168.07746887207,32.4826965332031,24.3716640472412,0.277785454485742,2024-09-01
Andhra Pradesh,181.795318603516,32.2009887695312,23.8501567840576,0.28447239884945,2024-10-01
Andhra Pradesh,43.2347755432129,30.3782806396484,21.1555995941162,0.222546902449289,2024-11-01
Andhra Pradesh,97.3931350708008,29.0155963897705,20.5534629821777,,2024-12-01
Arunachal Pradesh,30.9089736938477,26.1585998535156,11.112021446228,,2015-01-01
Arunachal Pradesh,48.149715423584,27.5671195983887,12.2989931106567,,2015-02-01
Arunachal Pradesh,103.707473754883,30.7270469665527,16.666784286499,0.299744787049474,2015-03-01
Arunachal Pradesh,288.757354736328,28.6256160736084,18.9413681030273,0.320723572826462,2015-04-01
Arunachal Pradesh,252.27326965332,30.8427581787109,21.9730625152588,0.356969198189525,2015-05-01
Arunachal Pradesh,593.772338867188,31.6271800994873,23.9385681152344,0.370682487090841,2015-06-01
Arunachal Pradesh,282.684295654297,33.5683670043945,24.9422664642334,0.380469941417173,2015-07-01
Arunachal Pradesh,612.205200195312,31.9862403869629,26.1087684631348,0.382827321164104,2015-08-01
Arunachal Pradesh,305.656707763672,32.7263717651367,24.2156352996826,0.34461672265452,2015-09-01
Arunachal Pradesh,59.3740730285645,32.7218475341797,20.931713104248,0.314004863399526,2015-10-01
Arunachal Pradesh,28.1603183746338,28.8167839050293,15.2849559783936,0.294878092568338,2015-11-01
Arunachal Pradesh,29.7509822845459,24.7259883880615,10.8798341751099,0.281517200163799,2015-12-01
Arunachal Pradesh,24.3681011199951,23.5803813934326,10.0292406082153,0.277298160326305,2016-01-01
Arunachal Pradesh,84.852424621582,27.0725173950195,14.5957546234131,0.281028098112641,2016-02-01
Arunachal Pradesh,161.015228271484,29.3574047088623,16.7373676300049,0.325885053958283,2016-03-01
Arunachal Pradesh,587.865844726562,28.9109725952148,19.8219127655029,0.343770637630698,2016-04-01
Arunachal Pradesh,341.563842773438,30.5906944274902,21.609899520874,0.351635289954269,2016-05-01
Arunachal Pradesh,388.645660400391,32.8467025756836,25.1731014251709,0.386639486407691,2016-06-01
Arunachal Pradesh,801.2119140625,31.6915912628174,24.4734745025635,0.365883282135518,2016-07-01
Arunachal Pradesh,202.352645874023,34.7798461914062,25.5720672607422,0.379131022745089,2016-08-01
Arunachal Pradesh,534.630554199219,32.5237998962402,24.4336185455322,0.355525993435013,2016-09-01
Arunachal Pradesh,183.886215209961,32.443431854248,21.9968128204346,0.310556189504344,2016-10-01
Arunachal Pradesh,9.90463447570801,29.5777015686035,15.8383846282959,0.280738116500481,2016-11-01
Arunachal Pradesh,6.14761400222778,27.6285552978516,12.3931827545166,0.279660751562188,2016-12-01
Arunachal Pradesh,7.09359645843506,26.2181625366211,9.93660831451416,0.2605182440659,2017-01-01
Arunachal Pradesh,74.7458267211914,27.5485744476318,13.0199422836304,0.251180787783539,2017-02-01
Arunachal Pradesh,213.366836547852,27.1917591094971,15.2808609008789,0.276737815333075,2017-03-01
Arunachal Pradesh,419.751922607422,28.7474842071533,19.5136432647705,0.311195403980256,2017-04-01
Arunachal Pradesh,328.933349609375,31.0884380340576,21.9260196685791,0.323835374626551,2017-05-01
Arunachal Pradesh,476.653259277344,32.4407539367676,24.1227989196777,0.355878928174248,2017-06-01
Arunachal Pradesh,570.292724609375,33.1179351806641,24.6003265380859,0.380442758611002,2017-07-01
Arunachal Pradesh,598.02001953125,32.8063774108887,24.9282341003418,0.379559960700796,2017-08-01
Arunachal Pradesh,341.2041015625,33.2814636230469,24.8733901977539,0.372736353416203,2017-09-01
Arunachal Pradesh,263.507904052734,31.2681369781494,21.8024082183838,0.359665417537032,2017-10-01
Arunachal Pradesh,11.7036066055298,29.3433494567871,16.7327194213867,0.329072810077542,2017-11-01
Arunachal Pradesh,2.87705636024475,26.329553604126,12.5440034866333,0.300260242218326,2017-12-01
Arunachal Pradesh,30.5995140075684,24.1011428833008,10.3559894561768,0.283812555705607,2018-01-01
Arunachal Pradesh,49.9544982910156,25.6996040344238,13.0515451431274,0.277677285536805,2018-02-01
Arunachal Pradesh,163.331970214844,28.6392593383789,16.304443359375,0.290945402593508,2018-03-01
Arunachal Pradesh,184.376312255859,29.7916622161865,19.4264621734619,0.291451557957193,2018-04-01
Arunachal Pradesh,277.863342285156,31.9814224243164,21.6910991668701,0.315775069162384,2018-05-01
Arunachal Pradesh,395.50732421875,32.590389251709,24.9461364746094,0.336124217985684,2018-06-01
Arunachal Pradesh,416.845794677734,36.657829284668,25.9260845184326,0.362966598078526,2018-07-01
Arunachal Pradesh,259.079803466797,33.7950630187988,25.2635135650635,0.375603025572098,2018-08-01
Arunachal Pradesh,346.201171875,33.231014251709,24.3453216552734,0.374988232851685,2018-09-01
Arunachal Pradesh,73.3389205932617,31.2625904083252,20.0190677642822,0.342213957440903,2018-10-01
Arunachal Pradesh,69.7361755371094,27.5976676940918,15.0492248535156,0.319747587447603,2018-11-01
Arunachal Pradesh,27.1825733184814,25.6701126098633,11.1387996673584,0.300347614635749,2018-12-01
Arunachal Pradesh,13.1321897506714,25.2938423156738,9.60257625579834,0.280306251881213,2019-01-01
Arunachal Pradesh,93.637825012207,26.0780429840088,12.154149055481,0.276276436939892,2019-02-01
Arunachal Pradesh,120.81282043457,28.6621627807617,15.7276420593262,0.282150580647065,2019-03-01
Arunachal Pradesh,125.498428344727,31.6334228515625,19.0772495269775,0.294094289944431,2019-04-01
Arunachal Pradesh,474.171539306641,29.6596698760986,21.4472122192383,0.325144668825733,2019-05-01
Arunachal Pradesh,357.633880615234,33.059326171875,24.5140514373779,0.332279578955958,2019-06-01
Arunachal Pradesh,714.468383789062,32.9062919616699,24.3712959289551,0.384980895651061,2019-07-01
Arunachal Pradesh,167.723342895508,34.6636047363281,25.3863391876221,0.362359003842159,2019-08-01
Arunachal Pradesh,344.846282958984,31.860200881958,23.6827163696289,0.367083003948316,2019-09-01
Arunachal Pradesh,117.736854553223,30.6195507049561,20.4929504394531,0.352187397300637,2019-10-01
Arunachal Pradesh,19.4823379516602,29.2676258087158,16.7270431518555,0.329164028023373,2019-11-01
Arunachal Pradesh,14.1205911636353,24.4849472045898,10.8311519622803,0.303656576219434,2019-12-01
Arunachal Pradesh,68.6044921875,22.7937889099121,10.4339847564697,0.298735989937577,2020-01-01
Arunachal Pradesh,36.0679969787598,25.1839714050293,11.9055490493774,0.28887260169878,2020-02-01
Arunachal Pradesh,43.4163208007812,28.674280166626,16.058256149292,0.285541555775112,2020-03-01
Arunachal Pradesh,181.941467285156,29.2715797424316,20.0380210876465,0.296790204908379,2020-04-01
Arunachal Pradesh,383.340240478516,30.3729858398438,21.3271598815918,0.332208455029183,2020-05-01
Arunachal Pradesh,545.077331542969,31.4453296661377,23.9657211303711,0.369977015207352,2020-06-01
Arunachal Pradesh,609.737121582031,31.1909484863281,24.617151260376,0.395661444905889,2020-07-01
Arunachal Pradesh,304.797943115234,33.3807907104492,25.1485424041748,0.386392180735023,2020-08-01
Arunachal Pradesh,453.722045898438,31.8064117431641,24.4782123565674,0.385609937012288,2020-09-01
Arunachal Pradesh,180.929809570312,32.6054954528809,23.0462284088135,0.36640695950125,2020-10-01
Arunachal Pradesh,59.4664611816406,29.0865783691406,15.4250593185425,0.336024737126655,2020-11-01
Arunachal Pradesh,14.9195146560669,25.3550243377686,11.0357303619385,0.313254620582474,2020-12-01
Arunachal Pradesh,22.6497497558594,24.4747295379639,10.9165077209473,0.296584597108083,2021-01-01
Arunachal Pradesh,13.4603824615479,27.532995223999,12.8779668807983,0.274206928986108,2021-02-01
Arunachal Pradesh,101.533813476562,29.8876762390137,16.6629543304443,0.276385985358095,2021-03-01
Arunachal Pradesh,180.927261352539,31.3112030029297,18.8501968383789,0.280403381072454,2021-04-01
Arunachal Pradesh,319.986572265625,30.682544708252,21.732006072998,0.311109870433229,2021-05-01
Arunachal Pradesh,373.486206054688,32.118278503418,24.0041446685791,0.353449507570861,2021-06-01
Arunachal Pradesh,274.593536376953,32.7183494567871,24.6847476959229,0.370109210268568,2021-07-01
Arunachal Pradesh,486.275177001953,32.1467514038086,24.4204521179199,0.378775565053533,2021-08-01
Arunachal Pradesh,143.344390869141,33.9141273498535,24.2723808288574,0.369335924495819,2021-09-01
Arunachal Pradesh,113.468696594238,32.8705940246582,22.2506256103516,0.338064027397021,2021-10-01
Arunachal Pradesh,13.2676696777344,29.1256847381592,14.8810434341431,0.306205836935571,2021-11-01
Arunachal Pradesh,14.8863000869751,26.147144317627,11.6966419219971,0.286406576094754,2021-12-01
Arunachal Pradesh,50.5525512695312,23.745813369751,10.4090805053711,0.278633574486323,2022-01-01
Arunachal Pradesh,88.8566131591797,23.5008411407471,10.436071395874,0.287185752239905,2022-02-01
Arunachal Pradesh,104.268325805664,31.1879291534424,17.0586452484131,0.261142262408724,2022-03-01
Arunachal Pradesh,514.170776367188,27.8270721435547,19.4664554595947,0.337716830859376,2022-04-01
Arunachal Pradesh,360.088287353516,30.4703750610352,21.7778873443604,0.366210154702832,2022-05-01
Arunachal Pradesh,608.387268066406,30.703197479248,23.7724590301514,0.394992352543002,2022-06-01
Arunachal Pradesh,324.757934570312,33.8721046447754,25.0508346557617,0.396485495338341,2022-07-01
Arunachal Pradesh,195.357162475586,34.3447875976562,25.1672458648682,0.392191342148758,2022-08-01
Arunachal Pradesh,299.863494873047,32.4501495361328,24.3031616210938,0.398582836405026,2022-09-01
Arunachal Pradesh,347.445434570312,30.8357353210449,21.4059886932373,0.380183442143787,2022-10-01
Arunachal Pradesh,0.805564403533936,29.9067497253418,14.8552579879761,0.342971150047439,2022-11-01
